,0
0,5.411483278619039
1,2.5609051122743343
2,0.6023810538220031
3,-0.6446558105701996
4,3.367495098522406
5,-4.862241981167153
6,1.7544459480799888
7,-0.05563508450080512
8,-1.1151349809303122
9,-2.934416412643465
10,-1.8103183374167742
11,1.1898337274538933
