,0
0,0.18497125294171113
1,-0.9631904357138401
2,-3.2863576018520577
3,-4.231527003694003
4,0.8842122019326963
5,-1.4834775042678277
6,-0.6338604940524211
7,-2.395210712597107
8,-5.5809251051126765
9,1.3238466831513065
10,3.324735154256768
11,-2.095385249296111
